orderid,orderdate,customerid,agegroup,gender,city,devicetype,acquisitionchannel,customersegment,productid,productname,category,subcategory,brand,price,cost,quantity,discount,shippingcost,paymentmethod,orderstatus,deliverydays,revenue,profit,rating,promocodeused,reviewcount,agecategory
O00750,12/17/2024,C1132,35-44,Male,Hamburg,Desktop,Direct,New,P00750,Oversized boots - red,Shoes,Boots,Bershka,157.11,81.54,1,9,4.31,Credit Card,Delivered,7,142.97,57.12,2,Yes,92,middle-aged
O00751,3/14/2024,C1827,55-64,Male,Essen,Desktop,Referral,Returning,P00751,Knitted jackets & blazers - navy,Clothing,Jackets & Blazers,JDY,105.3,53.55,2,16,1.53,PayPal,Returned,0,176.9,68.27,3,Yes,0,senior
O00752,2/25/2025,C1041,35-44,Male,Frankfurt am Main,Desktop,Organic Search,VIP,P00752,Leather scarves - brown,Accessories,Scarves,Bershka,29.12,15.52,1,25,4.41,Debit Card,Delivered,5,21.84,1.91,5,Yes,63,middle-aged
O00753,3/9/2025,C1947,25-34,Female,Munich,Mobile,Email,Returning,P00753,Knitted skirts - brown,Clothing,Skirts,JDY,88.73,41.84,1,0,1.18,Apple Pay,Delivered,7,88.73,45.71,3,No,47,adult
O00754,7/25/2025,C1564,55-64,Male,Dusseldorf,Mobile,Social Media,Returning,P00754,Lace sunglasses - grey,Accessories,Sunglasses,Ray-Ban,33.87,17.78,1,0,3.86,Credit Card,Delivered,2,33.87,12.23,5,No,177,senior
O00755,9/14/2024,C1941,35-44,Female,Berlin,Tablet,Paid Advertising,New,P00755,Printed hats & caps - khaki,Accessories,Hats & caps,Carhartt WIP,37.36,19.11,2,27,2.83,PayPal,Delivered,7,54.55,13.5,3,Yes,183,middle-aged
O00756,9/2/2025,C1133,18-24,Female,Frankfurt am Main,Mobile,Social Media,New,P00756,Cotton jackets & blazers - black,Clothing,Jackets & Blazers,The North Face,73.61,35.54,1,0,0.89,PayPal,Cancelled,0,73.61,37.18,3,No,0,young
O00757,11/5/2025,C1203,25-34,Female,Dresden,Mobile,Organic Search,Returning,P00757,Basic high heels - beige,Shoes,High heels,Bershka,113.37,58.67,1,15,1.52,PayPal,Delivered,7,96.36,36.17,5,Yes,160,adult
O00758,7/10/2024,C1371,45-54,Female,Berlin,Mobile,Paid Advertising,Returning,P00758,Oversized t-shirts & tops - blue,Clothing,T-shirts & tops,Mira Paris,58.06,35,1,0,3.71,Apple Pay,Delivered,2,58.06,19.35,2,No,152,older adult
O00759,9/26/2025,C1144,18-24,Female,Dusseldorf,Tablet,Paid Advertising,New,P00759,Knitted scarves - pink,Accessories,Scarves,Bershka,37.48,17.51,2,12,5.36,Google Pay,Delivered,7,65.96,25.58,3,Yes,0,young
O00760,2/5/2025,C1341,45-54,Male,Hamburg,Desktop,Email,Returning,P00760,Cotton coats - pink,Clothing,Coats,Pull&Bear,131.32,60.54,1,0,1.24,Gift Card,Delivered,6,131.32,69.54,2,No,187,older adult
O00761,10/9/2024,C1359,25-34,Female,Berlin,Desktop,Organic Search,Returning,P00761,Cotton hats & caps - navy,Accessories,Hats & caps,Bershka,62.23,28.74,1,9,1.88,Credit Card,Shipped,6,56.63,26.01,3,Yes,0,adult
O00762,9/16/2025,C1453,35-44,Female,Dusseldorf,Mobile,Social Media,New,P00762,Slim fit pumps - khaki,Shoes,Pumps,Stradivarius,133.94,78.83,1,0,4.78,Debit Card,Delivered,6,133.94,50.33,2,No,86,middle-aged
O00763,5/19/2024,C1316,35-44,Female,Frankfurt am Main,Mobile,Organic Search,New,P00763,Lace dresses - blue,Clothing,Dresses,Mango,127.8,77.5,1,0,4.97,Gift Card,Delivered,4,127.8,45.33,4,No,75,middle-aged
O00764,12/23/2024,C1056,35-44,Male,Hamburg,Mobile,Direct,New,P00764,Printed outdoor shoes - green,Shoes,Outdoor shoes,The North Face,118.43,60.1,1,16,2.63,Credit Card,Delivered,2,99.48,36.75,3,Yes,101,middle-aged
O00765,9/23/2025,C1397,18-24,Male,Berlin,Desktop,Social Media,New,P00765,Basic boots - blue,Shoes,Boots,Anna Field,71.75,41.28,1,5,1.38,Credit Card,Delivered,7,68.16,25.5,2,Yes,43,young
O00766,2/17/2025,C1872,18-24,Male,Stuttgart,Desktop,Organic Search,Returning,P00766,Padded knitwear & cardigans - pink,Clothing,Knitwear & Cardigans,Stradivarius,49.61,27.46,2,21,1.8,Debit Card,Processing,0,78.38,21.66,3,Yes,0,young
O00767,4/22/2024,C1632,45-54,Male,Dresden,Desktop,Paid Advertising,New,P00767,Slim fit running - pink,Sports,Running,New Balance,126.45,72.66,2,0,4.48,Credit Card,Delivered,7,252.9,103.1,4,No,198,older adult
O00768,11/4/2025,C1998,25-34,Male,Berlin,Mobile,Direct,Returning,P00768,Slim fit sunglasses - khaki,Accessories,Sunglasses,Casio,90.75,55.28,2,13,3.61,Gift Card,Delivered,7,157.91,43.74,3,Yes,77,adult
O00769,4/23/2024,C1352,35-44,Female,Frankfurt am Main,Mobile,Direct,VIP,P00769,Classic fragrances - navy,Beauty,Fragrances,Lancôme,63.64,34.59,1,18,2.44,PayPal,Shipped,5,52.18,15.15,3,Yes,0,middle-aged
O00770,11/17/2025,C1817,45-54,Male,Berlin,Mobile,Organic Search,VIP,P00770,Knitted sneakers - khaki,Shoes,Sneakers,Hummel,56.52,30.64,2,5,1.67,PayPal,Shipped,3,107.39,44.44,3,Yes,0,older adult
O00771,9/19/2025,C1622,25-34,Female,Dresden,Mobile,Paid Advertising,Returning,P00771,Basic sportswear - white,Clothing,Sportswear,Puma,117.47,62.53,1,30,4.49,Apple Pay,Delivered,7,82.23,15.21,3,Yes,92,adult
O00772,6/18/2024,C1926,45-54,Male,Hamburg,Mobile,Organic Search,VIP,P00772,Slim fit ballerinas - khaki,Shoes,Ballerinas,Bershka,69.23,34.43,1,0,2.08,Credit Card,Delivered,6,69.23,32.72,3,No,183,older adult
O00773,7/17/2025,C1678,25-34,Male,Berlin,Mobile,Paid Advertising,VIP,P00773,Printed pumps - pink,Shoes,Pumps,Stradivarius,111.58,69.13,2,22,2.21,Credit Card,Delivered,5,174.06,33.59,3,Yes,0,adult
O00774,1/2/2024,C1595,35-44,Male,Essen,Mobile,Paid Advertising,New,P00774,Printed sweatshirts & hoodies - pink,Clothing,Sweatshirts & Hoodies,JDY,105.69,51.27,1,11,2.63,Gift Card,Delivered,7,94.06,40.16,2,Yes,197,middle-aged
O00775,10/3/2025,C1455,35-44,Female,Berlin,Mobile,Organic Search,Returning,P00775,Cotton boots - red,Shoes,Boots,Bershka,87.91,49.88,1,14,4.77,PayPal,Delivered,4,75.6,20.95,3,Yes,0,middle-aged
O00776,6/3/2024,C1334,25-34,Female,Dresden,Desktop,Paid Advertising,New,P00776,Lace training - navy,Sports,Training,Nike,65.45,41.99,2,0,0.75,Credit Card,Cancelled,0,130.9,46.17,3,No,0,adult
O00777,8/22/2025,C1445,55-64,Female,Dortmund,Mobile,Direct,Returning,P00777,Padded yoga - navy,Sports,Yoga,Nike,39.78,25.77,1,18,2.92,PayPal,Delivered,5,32.62,3.93,3,Yes,28,senior
O00778,8/7/2025,C1372,18-24,Male,Stuttgart,Desktop,Email,Returning,P00778,Classic bags & cases - brown,Accessories,Bags & cases,Anna Field,147.27,69.18,2,0,1.25,Credit Card,Delivered,3,294.54,154.93,2,No,181,young
O00779,6/26/2025,C1751,35-44,Male,Dortmund,Mobile,Organic Search,New,P00779,Printed sneakers - khaki,Shoes,Sneakers,Nike,82.91,45.5,1,0,3.01,Credit Card,Delivered,3,82.91,34.4,2,No,84,middle-aged
O00780,6/7/2025,C1579,25-34,Male,Berlin,Mobile,Social Media,New,P00780,Oversized football - red,Sports,Football,Nike,95.96,45.55,3,6,4.3,Debit Card,Returned,0,270.61,129.66,3,Yes,0,adult
O00781,10/19/2025,C1747,25-34,Male,Dusseldorf,Mobile,Paid Advertising,New,P00781,Slim fit hats & caps - black,Accessories,Hats & caps,Bershka,64.75,36.25,1,0,4.77,Google Pay,Delivered,3,64.75,23.73,3,No,134,adult
O00782,2/19/2024,C1345,25-34,Female,Essen,Tablet,Social Media,VIP,P00782,Printed sweatshirts & hoodies - pink,Clothing,Sweatshirts & Hoodies,Bershka,64.63,39.15,1,11,1.41,Credit Card,Delivered,7,57.52,16.96,2,Yes,178,adult
O00783,10/27/2025,C1586,25-34,Female,Frankfurt am Main,Desktop,Organic Search,New,P00783,Basic coats - pink,Clothing,Coats,JDY,139.32,65.82,1,21,3.19,Debit Card,Delivered,4,110.06,41.05,1,Yes,124,adult
O00784,3/15/2024,C1973,45-54,Male,Stuttgart,Mobile,Organic Search,Returning,P00784,Cotton sneakers - beige,Shoes,Sneakers,Vans,121.81,62.97,1,0,2.04,Google Pay,Delivered,5,121.81,56.8,1,No,112,older adult
O00785,4/16/2025,C1805,45-54,Non-Binary,Cologne,Desktop,Direct,VIP,P00785,Knitted outdoor - khaki,Sports,Outdoor,Nike,67.58,32.75,1,10,1.3,PayPal,Delivered,6,60.82,26.77,3,Yes,149,older adult
O00786,8/26/2024,C1263,35-44,Female,Berlin,Desktop,Paid Advertising,New,P00786,Leather t-shirts & tops - red,Clothing,T-shirts & tops,Pull&Bear,51.05,27.34,2,23,1.74,Apple Pay,Shipped,6,78.62,22.2,3,Yes,0,middle-aged
O00787,10/24/2024,C1987,25-34,Male,Dresden,Desktop,Email,Returning,P00787,Basic jeans - beige,Clothing,Jeans,Pull&Bear,104.66,52.21,1,24,2.48,Debit Card,Delivered,4,79.54,24.85,4,Yes,138,adult
O00788,3/13/2025,C1722,35-44,Female,Munich,Desktop,Referral,Returning,P00788,Oversized football - grey,Sports,Football,Nike,49.63,25.57,1,8,2.56,Google Pay,Shipped,4,45.66,17.53,3,Yes,0,middle-aged
O00789,7/28/2024,C1063,25-34,Female,Hamburg,Desktop,Organic Search,VIP,P00789,Classic t-shirts & tops - green,Clothing,T-shirts & tops,Nike,64.8,36.98,1,19,4.03,PayPal,Delivered,2,52.49,11.48,5,Yes,99,adult
O00790,8/3/2024,C1420,25-34,Female,Essen,Mobile,Email,New,P00790,Lace bags & cases - green,Accessories,Bags & cases,Stradivarius,115.12,56.36,1,0,4.59,Google Pay,Processing,0,115.12,54.17,3,No,0,adult
O00791,3/13/2025,C1024,25-34,Female,Dusseldorf,Mobile,Paid Advertising,Returning,P00791,Leather sweatshirts & hoodies - blue,Clothing,Sweatshirts & Hoodies,Bershka,26.23,11.85,1,18,4.54,Credit Card,Delivered,2,21.51,5.12,1,Yes,172,adult
O00792,3/12/2025,C1237,55-64,Female,Berlin,Tablet,Referral,VIP,P00792,Leather sweatshirts & hoodies - white,Clothing,Sweatshirts & Hoodies,Nike,78.71,46.09,1,0,0.02,Gift Card,Delivered,5,78.71,32.6,3,No,17,senior
O00793,12/7/2024,C1218,18-24,Male,Frankfurt am Main,Mobile,Paid Advertising,New,P00793,Knitted outdoor shoes - brown,Shoes,Outdoor shoes,Adidas,45.39,20.49,1,0,0.58,Google Pay,Delivered,5,45.39,24.32,1,No,175,young
O00794,9/16/2024,C1107,25-34,Male,Munich,Mobile,Paid Advertising,Returning,P00794,Basic sweatshirts & hoodies - brown,Clothing,Sweatshirts & Hoodies,Bershka,85.43,50.72,1,0,2.11,Debit Card,Delivered,7,85.43,32.6,1,No,7,adult
O00795,12/23/2024,C1910,35-44,Female,Stuttgart,Mobile,Direct,Returning,P00795,Oversized gloves - beige,Accessories,Gloves,Nike,43.59,20.85,1,0,1.86,Google Pay,Delivered,5,43.59,20.88,3,No,0,middle-aged
O00796,10/5/2024,C1234,18-24,Female,Hamburg,Desktop,Paid Advertising,VIP,P00796,Classic scarves - white,Accessories,Scarves,The North Face,39.9,18.47,1,0,4.81,PayPal,Processing,2,39.9,16.62,3,No,0,young
O00797,8/24/2024,C1295,18-24,Female,Essen,Mobile,Organic Search,Returning,P00797,Padded shorts - pink,Clothing,Shorts,Adidas,35.29,18.78,1,0,3.11,Credit Card,Delivered,2,35.29,13.4,2,No,126,young
O00798,11/23/2024,C1595,25-34,Female,Dresden,Desktop,Email,New,P00798,Slim fit jeans - grey,Clothing,Jeans,Bershka,94.39,43.33,1,0,0.67,PayPal,Shipped,2,94.39,50.39,3,No,0,adult
O00799,10/21/2024,C1367,25-34,Female,Essen,Mobile,Organic Search,Returning,P00799,Padded hats & caps - khaki,Accessories,Hats & caps,Carhartt WIP,19.7,12.48,1,7,3.5,PayPal,Delivered,7,18.32,2.34,3,Yes,0,adult
O00800,10/17/2025,C1821,35-44,Male,Berlin,Mobile,Social Media,New,P00800,Slim fit hats & caps - blue,Accessories,Hats & caps,Carhartt WIP,66.83,35.55,1,25,0.43,PayPal,Delivered,5,50.12,14.14,1,Yes,4,middle-aged
O00801,12/29/2024,C1622,25-34,Male,Berlin,Mobile,Email,Returning,P00801,Classic boots - khaki,Shoes,Boots,Anna Field,148.87,81.48,3,0,5.1,Credit Card,Delivered,5,446.61,197.07,3,No,0,adult
O00802,8/30/2025,C1305,18-24,Female,Essen,Mobile,Direct,Returning,P00802,Basic sunglasses - beige,Accessories,Sunglasses,Bershka,70.55,38.71,1,20,3.75,Google Pay,Delivered,6,56.44,13.98,5,Yes,62,young
O00803,10/12/2024,C1365,25-34,Non-Binary,Dusseldorf,Mobile,Organic Search,New,P00803,Cotton hats & caps - black,Accessories,Hats & caps,Nike,39.85,25.43,1,0,4.96,Credit Card,Delivered,6,39.85,9.46,4,No,187,adult
O00804,2/24/2024,C1281,45-54,Non-Binary,Munich,Desktop,Organic Search,Returning,P00804,Padded outdoor shoes - green,Shoes,Outdoor shoes,Nike,47.16,30.03,1,0,3.68,Credit Card,Cancelled,0,47.16,13.45,3,No,0,older adult
O00805,11/19/2024,C1241,35-44,Male,Berlin,Desktop,Paid Advertising,Returning,P00805,Basic hats & caps - white,Accessories,Hats & caps,Nike,40.42,18.32,2,18,0.98,Google Pay,Delivered,2,66.29,28.67,3,Yes,0,middle-aged
O00806,2/19/2025,C1156,45-54,Male,Hamburg,Desktop,Paid Advertising,New,P00806,Slim fit coats - white,Clothing,Coats,Bershka,135.99,62.73,1,27,0.05,Apple Pay,Cancelled,0,99.27,36.49,3,Yes,0,older adult
O00807,1/20/2024,C1090,35-44,Female,Stuttgart,Desktop,Organic Search,Returning,P00807,Basic sneakers - brown,Shoes,Sneakers,Vans,40.02,25.53,1,0,4.94,Debit Card,Delivered,5,40.02,9.55,3,No,67,middle-aged
O00808,7/5/2025,C1536,25-34,Male,Hamburg,Mobile,Organic Search,New,P00808,Leather sunglasses - beige,Accessories,Sunglasses,Casio,70.06,34.6,1,28,0.42,PayPal,Cancelled,0,50.44,15.42,3,Yes,0,adult
O00809,2/24/2024,C1960,25-34,Male,Berlin,Mobile,Direct,Returning,P00809,Lace jackets & blazers - black,Clothing,Jackets & Blazers,Pull&Bear,122.98,77.74,1,23,2.85,Credit Card,Cancelled,0,94.69,14.1,3,Yes,0,adult
O00810,7/2/2025,C1898,25-34,Female,Dortmund,Mobile,Email,VIP,P00810,Oversized sportswear - brown,Clothing,Sportswear,Adidas,123.72,72.26,1,26,0.25,PayPal,Shipped,7,91.55,19.04,3,Yes,0,adult
O00811,5/28/2025,C1207,35-44,Female,Dortmund,Mobile,Paid Advertising,New,P00811,Slim fit football - blue,Sports,Football,Adidas,117.71,65.9,1,21,2.54,Debit Card,Delivered,7,92.99,24.55,3,Yes,142,middle-aged
O00812,4/25/2024,C1568,18-24,Male,Dresden,Mobile,Direct,Returning,P00812,Basic t-shirts & tops - black,Clothing,T-shirts & tops,Mira Paris,20.15,11.8,1,24,4.07,Debit Card,Delivered,2,15.31,-0.56,1,Yes,72,young
O00813,5/10/2024,C1101,45-54,Female,Frankfurt am Main,Desktop,Direct,New,P00813,Padded sneakers - khaki,Shoes,Sneakers,New Balance,66.18,41.92,1,0,2.25,PayPal,Delivered,7,66.18,22.01,5,No,150,older adult
O00814,7/21/2024,C1482,55-64,Female,Stuttgart,Mobile,Organic Search,Returning,P00814,Oversized makeup - brown,Beauty,Makeup,KIKO Milano,76.29,36.45,3,0,1.51,Google Pay,Shipped,3,228.87,118.01,3,No,0,senior
O00815,1/29/2024,C1570,25-34,Female,Cologne,Mobile,Organic Search,New,P00815,Printed boots - red,Shoes,Boots,Nike,61.75,34.72,1,27,3.94,Google Pay,Delivered,6,45.08,6.42,3,Yes,0,adult
O00816,4/19/2024,C1595,35-44,Female,Stuttgart,Tablet,Organic Search,Returning,P00816,Printed jeans - pink,Clothing,Jeans,Stradivarius,103.52,52.52,1,27,4.99,Credit Card,Shipped,7,75.57,18.06,3,Yes,0,middle-aged
O00817,6/4/2025,C1084,35-44,Non-Binary,Frankfurt am Main,Mobile,Direct,New,P00817,Lace swimwear - brown,Clothing,Swimwear,Arena,61.49,38.79,2,0,4.55,Debit Card,Returned,0,122.98,40.85,3,No,0,middle-aged
O00818,6/11/2024,C1601,35-44,Male,Munich,Mobile,Paid Advertising,New,P00818,Cotton sunglasses - green,Accessories,Sunglasses,Casio,108.5,50.66,1,0,4.13,PayPal,Delivered,7,108.5,53.71,2,No,128,middle-aged
O00819,5/18/2025,C1090,25-34,Male,Cologne,Tablet,Direct,New,P00819,Cotton hats & caps - green,Accessories,Hats & caps,Bershka,20.06,9.69,1,0,4.15,Credit Card,Shipped,4,20.06,6.22,3,No,0,adult
O00820,3/25/2025,C1508,18-24,Female,Dusseldorf,Mobile,Paid Advertising,New,P00820,Basic sneakers - brown,Shoes,Sneakers,Puma,45.57,25.02,1,20,2.43,PayPal,Shipped,3,36.46,9.01,3,Yes,0,young
O00821,3/4/2025,C1950,18-24,Male,Berlin,Mobile,Organic Search,VIP,P00821,Oversized jackets & blazers - green,Clothing,Jackets & Blazers,Anna Field,145.93,69.59,1,0,4.08,Gift Card,Delivered,2,145.93,72.26,5,No,51,young
O00822,11/13/2024,C1176,25-34,Female,Berlin,Desktop,Direct,VIP,P00822,Lace gloves - black,Accessories,Gloves,Adidas,42.12,19.13,1,0,0.99,Google Pay,Delivered,3,42.12,22,3,No,135,adult
O00823,8/12/2024,C1585,35-44,Female,Essen,Mobile,Organic Search,VIP,P00823,Padded swimming - brown,Sports,Swimming,Speedo,45.22,25.36,1,20,4.66,Credit Card,Delivered,2,36.18,6.16,3,Yes,0,middle-aged
O00824,2/3/2024,C1559,25-34,Male,Hamburg,Mobile,Direct,New,P00824,Lace jackets & blazers - green,Clothing,Jackets & Blazers,Stradivarius,100.32,52.91,1,10,0.01,Debit Card,Delivered,7,90.29,37.37,5,Yes,179,adult
O00825,2/20/2025,C1218,45-54,Female,Dusseldorf,Desktop,Paid Advertising,New,P00825,Padded sets and calendars - green,Beauty,Sets and calendars,Narciso Rodriguez,79.14,38.39,1,0,2.85,Gift Card,Delivered,5,79.14,37.9,3,No,0,older adult
O00826,1/2/2024,C1538,55-64,Female,Frankfurt am Main,Mobile,Organic Search,Returning,P00826,Oversized sportswear - black,Clothing,Sportswear,Hummel,92.17,53.76,1,21,1.25,Credit Card,Delivered,2,72.81,17.8,1,Yes,40,senior
O00827,9/24/2024,C1643,45-54,Male,Stuttgart,Mobile,Organic Search,Returning,P00827,Lace ankle boots - red,Shoes,Ankle boots,Bershka,49.53,31.6,1,20,3.19,Debit Card,Delivered,5,39.62,4.83,3,Yes,47,older adult
O00828,7/2/2025,C1453,25-34,Male,Berlin,Mobile,Social Media,Returning,P00828,Slim fit bridal shoes - green,Shoes,Bridal shoes,Stradivarius,132.76,70.58,2,11,4.85,Debit Card,Delivered,3,236.31,90.3,4,Yes,71,adult
O00829,3/20/2024,C1036,45-54,Non-Binary,Dortmund,Mobile,Organic Search,New,P00829,Cotton dresses - black,Clothing,Dresses,Mango,136.42,70.39,1,0,0.5,PayPal,Delivered,5,136.42,65.53,3,No,173,older adult
O00830,9/24/2024,C1855,18-24,Male,Essen,Desktop,Email,New,P00830,Classic t-shirts & tops - navy,Clothing,T-shirts & tops,Nike,22.63,10.53,1,23,2.12,PayPal,Delivered,2,17.43,4.78,2,Yes,8,young
O00831,6/18/2024,C1394,25-34,Male,Dusseldorf,Mobile,Organic Search,Returning,P00831,Classic skirts - white,Clothing,Skirts,Pull&Bear,82.45,45.57,1,0,3.28,PayPal,Delivered,3,82.45,33.6,3,No,132,adult
O00832,4/29/2025,C1787,18-24,Male,Stuttgart,Mobile,Referral,New,P00832,Knitted t-shirts & tops - blue,Clothing,T-shirts & tops,Pull&Bear,69.51,34.84,1,0,4.76,Gift Card,Delivered,4,69.51,29.91,5,No,24,young
O00833,3/9/2025,C1697,18-24,Male,Hamburg,Mobile,Paid Advertising,Returning,P00833,Basic sneakers - navy,Shoes,Sneakers,Puma,48.11,25.14,1,0,4.7,Credit Card,Delivered,6,48.11,18.27,2,No,170,young
O00834,8/30/2025,C1153,25-34,Male,Berlin,Mobile,Organic Search,Returning,P00834,Basic scarves - khaki,Accessories,Scarves,Bershka,59.44,35.51,1,29,1.74,Credit Card,Delivered,5,42.2,4.95,2,Yes,104,adult
O00835,3/13/2025,C1128,45-54,Male,Berlin,Desktop,Direct,New,P00835,Basic swimwear - red,Clothing,Swimwear,Adidas,25.4,13.38,1,0,2.81,PayPal,Shipped,2,25.4,9.21,3,No,0,older adult
O00836,8/15/2024,C1736,45-54,Male,Stuttgart,Mobile,Email,New,P00836,Lace basketball - khaki,Sports,Basketball,Hummel,144.02,80.93,1,0,3.49,PayPal,Delivered,2,144.02,59.6,2,No,140,older adult
O00837,9/13/2024,C1387,18-24,Female,Berlin,Tablet,Organic Search,Returning,P00837,Classic sweatshirts & hoodies - red,Clothing,Sweatshirts & Hoodies,JDY,90.93,41.88,1,22,2.36,Debit Card,Shipped,4,70.93,26.69,3,Yes,0,young
O00838,12/11/2024,C1599,35-44,Male,Dresden,Desktop,Organic Search,New,P00838,Knitted sweatshirts & hoodies - red,Clothing,Sweatshirts & Hoodies,Mira Paris,92.27,42.1,1,27,2.97,Debit Card,Processing,2,67.36,22.29,3,Yes,0,middle-aged
O00839,12/28/2024,C1726,18-24,Male,Hamburg,Mobile,Direct,New,P00839,Padded outdoor shoes - khaki,Shoes,Outdoor shoes,The North Face,59.09,32.86,1,0,1.69,Google Pay,Returned,0,59.09,24.54,3,No,0,young
O00840,9/1/2024,C1782,25-34,Male,Cologne,Desktop,Organic Search,New,P00840,Printed jackets & blazers - khaki,Clothing,Jackets & Blazers,Bershka,62.92,33.62,1,0,3.01,Debit Card,Delivered,2,62.92,26.29,4,No,4,adult
O00841,5/16/2025,C1438,25-34,Female,Hamburg,Tablet,Paid Advertising,New,P00841,Padded sweatshirts & hoodies - grey,Clothing,Sweatshirts & Hoodies,Nike,85.38,48.76,2,14,0.82,PayPal,Shipped,4,146.85,48.51,3,Yes,0,adult
O00842,1/20/2025,C1854,25-34,Female,Essen,Desktop,Paid Advertising,New,P00842,Slim fit socks & tights - black,Clothing,Socks & Tights,Nike,10.53,4.91,1,0,0.6,Apple Pay,Delivered,7,10.53,5.02,4,No,6,adult
O00843,6/15/2024,C1175,25-34,Male,Dresden,Desktop,Social Media,New,P00843,Leather hats & caps - black,Accessories,Hats & caps,Nike,29.97,18.44,1,0,0.1,PayPal,Delivered,5,29.97,11.43,5,No,189,adult
O00844,2/13/2024,C1964,35-44,Female,Munich,Desktop,Organic Search,New,P00844,Padded outdoor shoes - brown,Shoes,Outdoor shoes,Nike,54.98,31.98,1,0,0.14,Debit Card,Delivered,6,54.98,22.86,3,No,0,middle-aged
O00845,11/7/2024,C1119,35-44,Female,Dresden,Mobile,Paid Advertising,Returning,P00845,Lace scarves - beige,Accessories,Scarves,Bershka,31.55,14.36,2,0,2.1,Credit Card,Shipped,7,63.1,32.28,3,No,0,middle-aged
O00846,4/16/2025,C1264,35-44,Male,Dresden,Mobile,Paid Advertising,New,P00846,Basic skirts - grey,Clothing,Skirts,Pull&Bear,40.41,21,1,24,4.96,Debit Card,Delivered,7,30.71,4.75,1,Yes,3,middle-aged
O00847,8/28/2024,C1987,35-44,Female,Cologne,Desktop,Direct,New,P00847,Oversized swimming - khaki,Sports,Swimming,Adidas,56.36,31.09,1,8,1.15,Credit Card,Delivered,7,51.85,19.61,5,Yes,154,middle-aged
O00848,8/12/2025,C1745,35-44,Female,Dortmund,Mobile,Organic Search,Returning,P00848,Cotton dresses - navy,Clothing,Dresses,JDY,172.93,79.5,2,12,3.79,Gift Card,Delivered,7,304.36,141.57,4,Yes,199,middle-aged
O00849,6/26/2025,C1109,18-24,Male,Munich,Mobile,Referral,Returning,P00849,Slim fit hats & caps - khaki,Accessories,Hats & caps,Carhartt WIP,26.71,14.3,1,0,0.32,Credit Card,Delivered,7,26.71,12.09,4,No,150,young
O00850,1/16/2025,C1212,45-54,Female,Munich,Tablet,Direct,Returning,P00850,Leather flat shoes - blue,Shoes,Flat shoes,Anna Field,58.24,37.66,2,0,1.44,PayPal,Delivered,7,116.48,39.72,3,No,0,older adult
O00851,12/16/2024,C1372,35-44,Female,Stuttgart,Desktop,Direct,New,P00851,Padded outdoor shoes - green,Shoes,Outdoor shoes,Adidas,63.56,35.51,1,0,0.81,PayPal,Shipped,6,63.56,27.24,3,No,0,middle-aged
O00852,10/6/2024,C1906,45-54,Male,Frankfurt am Main,Desktop,Direct,New,P00852,Classic ankle boots - beige,Shoes,Ankle boots,Bershka,156.92,94.55,1,0,1.08,Credit Card,Delivered,6,156.92,61.29,3,No,0,older adult
O00853,3/6/2025,C1775,35-44,Female,Hamburg,Desktop,Social Media,New,P00853,Leather bridal shoes - beige,Shoes,Bridal shoes,Bershka,92.33,56.22,1,0,1.47,Gift Card,Shipped,5,92.33,34.64,3,No,0,middle-aged
O00854,4/9/2025,C1003,35-44,Non-Binary,Frankfurt am Main,Tablet,Organic Search,Returning,P00854,Slim fit skirts - beige,Clothing,Skirts,JDY,65.57,33.44,2,27,5.06,PayPal,Shipped,4,95.73,23.79,3,Yes,0,middle-aged
O00855,6/21/2025,C1794,18-24,Male,Berlin,Tablet,Social Media,Returning,P00855,Knitted bags & cases - red,Accessories,Bags & cases,Casio,110.87,63.28,1,7,2.67,Debit Card,Processing,2,103.11,37.16,3,Yes,0,young
O00856,7/5/2024,C1827,35-44,Female,Cologne,Desktop,Social Media,Returning,P00856,Lace sneakers - khaki,Shoes,Sneakers,Adidas,103.89,55.11,1,0,2.25,Credit Card,Delivered,2,103.89,46.53,5,No,93,middle-aged
O00857,4/25/2025,C1736,45-54,Female,Essen,Mobile,Referral,New,P00857,Basic dresses - white,Clothing,Dresses,Only,83.98,49.34,1,0,0.95,Credit Card,Delivered,3,83.98,33.69,3,No,0,older adult
O00858,1/14/2025,C1576,25-34,Male,Berlin,Mobile,Organic Search,Returning,P00858,Knitted tennis - grey,Sports,Tennis,Adidas,86.88,47.24,1,0,4.75,Google Pay,Delivered,6,86.88,34.89,3,No,14,adult
O00859,11/3/2025,C1755,25-34,Male,Munich,Mobile,Paid Advertising,Returning,P00859,Classic jeans - brown,Clothing,Jeans,Bershka,68.84,36.31,1,14,4.11,Credit Card,Shipped,7,59.2,18.78,3,Yes,0,adult
O00860,1/4/2024,C1140,25-34,Male,Cologne,Mobile,Email,Returning,P00860,Leather sweatshirts & hoodies - pink,Clothing,Sweatshirts & Hoodies,JDY,55.57,26.34,1,16,2.8,Credit Card,Delivered,5,46.68,17.54,3,Yes,150,adult
O00861,9/17/2024,C1703,25-34,Male,Munich,Tablet,Direct,New,P00861,Printed socks & tights - pink,Clothing,Socks & Tights,Happy Socks,25.72,14.01,1,0,0.32,Gift Card,Returned,0,25.72,11.39,3,No,0,adult
O00862,3/4/2025,C1934,25-34,Female,Berlin,Tablet,Paid Advertising,Returning,P00862,Padded skirts - grey,Clothing,Skirts,Stradivarius,25.87,15.07,1,17,1.73,Google Pay,Shipped,3,21.47,4.67,3,Yes,0,adult
